编码-公司名,编码,公司名-简体,公司名-繁体,本位币,父节点编号,父节点中文名称,share,合并节点,最新更新日期
WYSZ000 - 深圳华润物业管理有限公司,WYSZ000,深圳华润物业管理有限公司,深圳華潤物業管理有限公司,CNY,BOOG100,Boom Go Group Limited(PRC合并),TRUE,,7/3/2012
WYSZ100 - 深圳华润物业管理有限公司(PRC合并),WYSZ100,深圳华润物业管理有限公司(PRC合并),深圳華潤物業管理有限公司(PRC合併),CNY,BOOG100,Boom Go Group Limited(PRC合并),,TRUE,7/3/2012
WYSZ000 - 深圳华润物业管理有限公司,WYSZ000,深圳华润物业管理有限公司,深圳華潤物業管理有限公司,CNY,WYSZ100,深圳华润物业管理有限公司(PRC合并),,,7/3/2012
WYNN000 - 深圳华润物业管理有限公司南宁分公司,WYNN000,深圳华润物业管理有限公司南宁分公司,深圳華潤物業管理有限公司南寧分公司,CNY,WYSZ100,深圳华润物业管理有限公司(PRC合并),,,7/3/2012
WYXF000 - 深圳华润物业管理有限公司幸福里管理处,WYXF000,深圳华润物业管理有限公司幸福里管理处,深圳華潤物業管理有限公司幸福裡管理處,CNY,WYSZ100,深圳华润物业管理有限公司(PRC合并),,,7/3/2012
WYHR000 - 深圳华润物业管理有限公司华瑞大厦管理处,WYHR000,深圳华润物业管理有限公司华瑞大厦管理处,深圳華潤物業管理有限公司華瑞大廈管理處,CNY,WYSZ100,深圳华润物业管理有限公司(PRC合并),,,7/3/2012
WYDC000 - 深圳华润物业管理有限公司大冲管理处,WYDC000,深圳华润物业管理有限公司大冲管理处,深圳華潤物業管理有限公司大沖管理處,CNY,WYSZ100,深圳华润物业管理有限公司(PRC合并),,,7/3/2012
BPI0100 - Brilliant Palace Limited(PRC合并),BPI0100,Brilliant Palace Limited(PRC合并),Brilliant Palace Limited(PRC合併),HKD,BOOG100,Boom Go Group Limited(PRC合并),,TRUE,7/3/2012
BPI0000 - Brilliant Palace Limited,BPI0000,Brilliant Palace Limited,Brilliant Palace Limited,HKD,BPI0100,Brilliant Palace Limited(PRC合并),,,7/3/2012
HZXH100 - 华润新鸿基房地产(杭州)有限公司(PRC合并),HZXH100,华润新鸿基房地产(杭州)有限公司(PRC合并),華潤新鴻基房地產(杭州)有限公司(PRC合併),CNY,BPI0100,Brilliant Palace Limited(PRC合并),,TRUE,7/3/2012
HZXH000 - 华润新鸿基房地产(杭州)有限公司,HZXH000,华润新鸿基房地产(杭州)有限公司,華潤新鴻基房地產(杭州)有限公司,CNY,HZXH100,华润新鸿基房地产(杭州)有限公司(PRC合并),,,7/3/2012
HZWY000 - 华润新鸿基物业管理（杭州）有限公司,HZWY000,华润新鸿基物业管理（杭州）有限公司,China Resources Sun Hung Kai Properties Management (Hangzhou) Limited,CNY,HZXH100,华润新鸿基房地产(杭州)有限公司(PRC合并),,,7/3/2012
SWI0000 - Supreme Way Investment Limited,SWI0000,Supreme Way Investment Limited,Supreme Way Investment Limited,HKD,BPI0100,Brilliant Palace Limited(PRC合并),,,7/3/2012
SJA0000 - 华润(深圳)有限公司,SJA0000,华润(深圳)有限公司,華潤(深圳)有限公司,CNY,BOOG100,Boom Go Group Limited(PRC合并),TRUE,,7/3/2012
SJA0100 - 华润(深圳)有限公司(PRC合并),SJA0100,华润(深圳)有限公司(PRC合并),華潤(深圳)有限公司(PRC合併),CNY,BOOG100,Boom Go Group Limited(PRC合并),,TRUE,7/3/2012
SJA0000 - 华润(深圳)有限公司,SJA0000,华润(深圳)有限公司,華潤(深圳)有限公司,CNY,SJA0100,华润(深圳)有限公司(PRC合并),,,7/3/2012
SJAA100 - 华润(深圳)有限公司(汇总),SJAA100,华润(深圳)有限公司(汇总),華潤(深圳)有限公司(匯總),CNY,SJA0100,华润(深圳)有限公司(PRC合并),,TRUE,7/3/2012
SJAA000 - 华润(深圳)有限公司,SJAA000,华润(深圳)有限公司,華潤(深圳)有限公司,CNY,SJAA100,华润(深圳)有限公司(汇总),,,7/3/2012
BFHB000 - 深圳冰纷万象滑冰场,BFHB000,深圳冰纷万象滑冰场,深圳冰紛萬象滑冰場,CNY,SJAA100,华润(深圳)有限公司(汇总),,,7/3/2012
SZGH000 - 华润(深圳)有限公司君悦酒店,SZGH000,华润(深圳)有限公司君悦酒店,華潤(深圳)有限公司君悅酒店,CNY,SJAA100,华润(深圳)有限公司(汇总),,,7/3/2012
HYTS000 - 惠州市鸿野泰森房地产开发有限公司,HYTS000,惠州市鸿野泰森房地产开发有限公司,惠州市鴻野泰森房地產開發有限公司,CNY,SJA0100,华润(深圳)有限公司(PRC合并),,,7/3/2012
HFFD000 - 惠州恒丰房地产开发有限公司,HFFD000,惠州恒丰房地产开发有限公司,惠州恒豐房地產開發有限公司,CNY,SJA0100,华润(深圳)有限公司(PRC合并),,,7/3/2012
WING100 - WINGAR INVESTMENT LIMITED(PRC合并),WING100,WINGAR INVESTMENT LIMITED(PRC合并),WINGAR INVESTMENT LIMITED(PRC合併),HKD,BOOG100,Boom Go Group Limited(PRC合并),,TRUE,7/3/2012
WING000 - WINGAR INVESTMENT LIMITED,WING000,WINGAR INVESTMENT LIMITED,WINGAR INVESTMENT LIMITED,HKD,WING100,WINGAR INVESTMENT LIMITED(PRC合并),,,7/3/2012
WINT100 - WINTECH RESOURCES LIMITED(PRC合并),WINT100,WINTECH RESOURCES LIMITED(PRC合并),WINTECH RESOURCES LIMITED(PRC合併),HKD,WING100,WINGAR INVESTMENT LIMITED(PRC合并),,TRUE,7/3/2012
WINT000 - WINTECH RESOURCES LIMITED,WINT000,WINTECH RESOURCES LIMITED,WINTECH RESOURCES LIMITED,HKD,WINT100,WINTECH RESOURCES LIMITED(PRC合并),,,7/3/2012
FTAR000 - FULL TARGET ENTERPRISES LIMITED,FTAR000,FULL TARGET ENTERPRISES LIMITED,FULL TARGET ENTERPRISES LIMITED,HKD,WINT100,WINTECH RESOURCES LIMITED(PRC合并),,,7/3/2012
DAY0100 - Day Rejoice Limited(PRC合并),DAY0100,Day Rejoice Limited(PRC合并),Day Rejoice Limited(PRC合併),HKD,CRLD100,华润置地有限公司(PRC合并),,TRUE,7/3/2012
DAY0000 - Day Rejoice Limited,DAY0000,Day Rejoice Limited,Day Rejoice Limited,HKD,DAY0100,Day Rejoice Limited(PRC合并),,,7/3/2012
GOLF100 - Gold First Limited(PRC合并),GOLF100,Gold First Limited(PRC合并),Gold First Limited(PRC合併),HKD,DAY0100,Day Rejoice Limited(PRC合并),,TRUE,7/3/2012
GOLF000 - Gold First Limited,GOLF000,Gold First Limited,Gold First Limited,HKD,GOLF100,Gold First Limited(PRC合并),,,7/3/2012
DCIL100 - Data Century Investment Limited(PRC合并),DCIL100,Data Century Investment Limited(PRC合并),Data Century Investment Limited(PRC合併),HKD,GOLF100,Gold First Limited(PRC合并),,TRUE,7/3/2012
DCIL000 - Data Century Investment Limited,DCIL000,Data Century Investment Limited,Data Century Investment Limited,HKD,DCIL100,Data Century Investment Limited(PRC合并),,,7/3/2012
HOT0000 - 华润饭店有限公司,HOT0000,华润饭店有限公司,華潤飯店有限公司,CNY,DCIL100,Data Century Investment Limited(PRC合并),TRUE,,7/3/2012
HOT0190 - 华润饭店有限公司(PRC虚拟节点),HOT0190,华润饭店有限公司(PRC虚拟节点),華潤飯店有限公司(PRC虛擬節點),HKD,DCIL100,Data Century Investment Limited(PRC合并),,,7/3/2012
JOYP100 - Joy Pearl Investments Limited(PRC合并),JOYP100,Joy Pearl Investments Limited(PRC合并),Joy Pearl Investments Limited(PRC合併),HKD,DAY0100,Day Rejoice Limited(PRC合并),,TRUE,7/3/2012
JOYP000 - Joy Pearl Investments Limited,JOYP000,Joy Pearl Investments Limited,Joy Pearl Investments Limited,HKD,JOYP100,Joy Pearl Investments Limited(PRC合并),,,7/3/2012
WHOC100 - Whole Chance Limited(PRC合并),WHOC100,Whole Chance Limited(PRC合并),Whole Chance Limited(PRC合併),HKD,JOYP100,Joy Pearl Investments Limited(PRC合并),,TRUE,7/3/2012
WHOC000 - Whole Chance Limited,WHOC000,Whole Chance Limited,Whole Chance Limited,HKD,WHOC100,Whole Chance Limited(PRC合并),,,7/3/2012
LFZ0100 - 华润置地(福州)有限公司(PRC合并),LFZ0100,华润置地(福州)有限公司(PRC合并),華潤置地(福州)有限公司(PRC合併),CNY,WHOC100,Whole Chance Limited(PRC合并),,TRUE,7/3/2012
LFZ0000 - 华润置地(福州)有限公司,LFZ0000,华润置地(福州)有限公司,華潤置地(福州)有限公司,CNY,LFZ0100,华润置地(福州)有限公司(PRC合并),,,7/3/2012
FZWY000 - 华润置地(福州)物业服务有限公司,FZWY000,华润置地(福州)物业服务有限公司,華潤置地(福州)物業服務有限公司,CNY,LFZ0100,华润置地(福州)有限公司(PRC合并),TRUE,,7/3/2012
FZWY100 - 华润置地(福州)物业服务有限公司(PRC合并),FZWY100,华润置地(福州)物业服务有限公司(PRC合并),華潤置地(福州)物業服務有限公司(PRC合併),CNY,LFZ0100,华润置地(福州)有限公司(PRC合并),,TRUE,7/3/2012
FZWY000 - 华润置地(福州)物业服务有限公司,FZWY000,华润置地(福州)物业服务有限公司,華潤置地(福州)物業服務有限公司,CNY,FZWY100,华润置地(福州)物业服务有限公司(PRC合并),,,7/3/2012
FZWX000 - 华润置地(福州)物业服务有限公司厦门分公司,FZWX000,华润置地(福州)物业服务有限公司厦门分公司,華潤置地(福州)物業服務有限公司廈門分公司,CNY,FZWY100,华润置地(福州)物业服务有限公司(PRC合并),,,7/3/2012
LNC0000 - 华润置地(南昌)有限公司,LNC0000,华润置地(南昌)有限公司,China Resources Land (Nanchang) Limited),CNY,LFZ0100,华润置地(福州)有限公司(PRC合并),,,7/3/2012
ZDGZ000 - 华润置地(赣州)有限公司,ZDGZ000,华润置地(赣州)有限公司,華潤置地(贛州)有限公司,CNY,LFZ0100,华润置地(福州)有限公司(PRC合并),,,7/3/2012
LFZD000 - 华润置地(福州)发展有限公司,LFZD000,华润置地(福州)发展有限公司,華潤置地(福州)發展有限公司,CNY,WHOC100,Whole Chance Limited(PRC合并),,,7/3/2012
PGEL100 - Precious Gain Enterprises Limited(PRC合并),PGEL100,Precious Gain Enterprises Limited(PRC合并),Precious Gain Enterprises Limited(PRC合併),HKD,DAY0100,Day Rejoice Limited(PRC合并),,TRUE,7/3/2012
PGEL000 - Precious Gain Enterprises Limited,PGEL000,Precious Gain Enterprises Limited,Precious Gain Enterprises Limited,HKD,PGEL100,Precious Gain Enterprises Limited(PRC合并),,,7/3/2012
SPG0000 - 华润(沈阳)地产有限公司,SPG0000,华润(沈阳)地产有限公司,華潤(瀋陽)地產有限公司,CNY,PGEL100,Precious Gain Enterprises Limited(PRC合并),TRUE,,7/3/2012
SPG0190 - 华润(沈阳)地产有限公司(PRC虚拟节点),SPG0190,华润(沈阳)地产有限公司(PRC虚拟节点),華潤(瀋陽)地產有限公司(PRC虛擬節點),HKD,PGEL100,Precious Gain Enterprises Limited(PRC合并),,,7/3/2012
PGEL190 - Precious Gain Enterprises Limited(PRC虚拟节点),PGEL190,Precious Gain Enterprises Limited(PRC虚拟节点),Precious Gain Enterprises Limited(PRC虛擬節點),HKD,DAY0100,Day Rejoice Limited(PRC合并),,,7/3/2012
UNIG100 - United Goal Enterprises Limited(PRC合并),UNIG100,United Goal Enterprises Limited(PRC合并),United Goal Enterprises Limited(PRC合併),HKD,DAY0100,Day Rejoice Limited(PRC合并),,TRUE,7/3/2012
UNIG000 - United Goal Enterprises Limited,UNIG000,United Goal Enterprises Limited,United Goal Enterprises Limited,HKD,UNIG100,United Goal Enterprises Limited(PRC合并),,,7/3/2012
LSY0000 - 华润置地(沈阳)有限公司,LSY0000,华润置地(沈阳)有限公司,華潤置地(瀋陽)有限公司,CNY,UNIG100,United Goal Enterprises Limited(PRC合并),TRUE,,7/3/2012
FBE0100 - Full Best Enterprises Limited(PRC合并),FBE0100,Full Best Enterprises Limited(PRC合并),Full Best Enterprises Limited(PRC合併),HKD,CRLD100,华润置地有限公司(PRC合并),,TRUE,7/3/2012
FBE0000 - Full Best Enterprises Limited,FBE0000,Full Best Enterprises Limited,Full Best Enterprises Limited,HKD,FBE0100,Full Best Enterprises Limited(PRC合并),,,7/3/2012
CRB0000 - 卓联资源有限公司,CRB0000,卓联资源有限公司,卓聯資源有限公司,HKD,FBE0100,Full Best Enterprises Limited(PRC合并),,,7/3/2012
CRB0190 - 卓联资源有限公司(PRC虚拟节点),CRB0190,卓联资源有限公司(PRC虚拟节点),卓聯資源有限公司(PRC虛擬節點),HKD,FBE0100,Full Best Enterprises Limited(PRC合并),,,7/3/2012
CRLI000 - 华润置地投资有限公司,CRLI000,华润置地投资有限公司,華潤置地投資有限公司,CNY,FBE0100,Full Best Enterprises Limited(PRC合并),,,7/3/2012
HRPA000 - 杭州润鸿置业有限公司,HRPA000,杭州润鸿置业有限公司,杭州潤鴻置業有限公司,CNY,FBE0100,Full Best Enterprises Limited(PRC合并),,,7/3/2012
LAS0000 - 华润置地(鞍山)有限公司,LAS0000,华润置地(鞍山)有限公司,華潤置地(鞍山)有限公司,CNY,FBE0100,Full Best Enterprises Limited(PRC合并),TRUE,,7/3/2012
LAS0190 - 华润置地(鞍山)有限公司(PRC虚拟节点),LAS0190,华润置地(鞍山)有限公司(PRC虚拟节点),華潤置地(鞍山)有限公司(PRC虛擬節點),HKD,FBE0100,Full Best Enterprises Limited(PRC合并),,,7/3/2012
LNT0000 - 华润置地(南通)有限公司,LNT0000,华润置地(南通)有限公司,華潤置地(南通)有限公司,CNY,FBE0100,Full Best Enterprises Limited(PRC合并),,,7/3/2012
LSDA000 - 华润置地(苏州)发展有限公司,LSDA000,华润置地(苏州)发展有限公司,華潤置地(蘇州)發展有限公司,CNY,FBE0100,Full Best Enterprises Limited(PRC合并),,,7/3/2012
FLI0100 - 迅领投资有限公司(PRC合并),FLI0100,迅领投资有限公司(PRC合并),迅領投資有限公司(PRC合併),HKD,CRLD100,华润置地有限公司(PRC合并),,TRUE,7/3/2012
FLI0000 - 迅领投资有限公司,FLI0000,迅领投资有限公司,迅領投資有限公司,HKD,FLI0100,迅领投资有限公司(PRC合并),,,7/3/2012
BWI0100 - 盛世有限公司(PRC合并),BWI0100,盛世有限公司(PRC合并),盛世有限公司(PRC合併),HKD,FLI0100,迅领投资有限公司(PRC合并),,TRUE,7/3/2012
BWI0000 - 盛世有限公司,BWI0000,盛世有限公司,盛世有限公司,HKD,BWI0100,盛世有限公司(PRC合并),,,7/3/2012
BIB0100 - 宝荣投资有限公司(PRC合并),BIB0100,宝荣投资有限公司(PRC合并),寶榮投資有限公司(PRC合併),HKD,BWI0100,盛世有限公司(PRC合并),,TRUE,7/3/2012
BIB0000 - 宝荣投资有限公司,BIB0000,宝荣投资有限公司,寶榮投資有限公司,HKD,BIB0100,宝荣投资有限公司(PRC合并),,,7/3/2012
HRE0100 - 守鸿有限公司(PRC合并),HRE0100,守鸿有限公司(PRC合并),守鴻有限公司(PRC合併),HKD,BIB0100,宝荣投资有限公司(PRC合并),,TRUE,7/3/2012
HRE0000 - 守鸿有限公司,HRE0000,守鸿有限公司,守鴻有限公司,HKD,HRE0100,守鸿有限公司(PRC合并),,,7/3/2012
HTDA000 - 海南海尼旅业有限公司,HTDA000,海南海尼旅业有限公司,海南海尼旅業有限公司,CNY,HRE0100,守鸿有限公司(PRC合并),,,7/3/2012
HTDA190 - 海南海尼旅业有限公司(PRC虚拟节点),HTDA190,海南海尼旅业有限公司(PRC虚拟节点),海南海尼旅業有限公司(PRC虛擬節點),HKD,HRE0100,守鸿有限公司(PRC合并),,,7/3/2012
BIC0100 - 保捷投资有限公司(PRC合并),BIC0100,保捷投资有限公司(PRC合并),保捷投資有限公司(PRC合併),HKD,BWI0100,盛世有限公司(PRC合并),,TRUE,7/3/2012
BIC0000 - 保捷投资有限公司,BIC0000,保捷投资有限公司,保捷投資有限公司,HKD,BIC0100,保捷投资有限公司(PRC合并),,,7/3/2012
NRA0100 - 保愉有限公司(PRC合并),NRA0100,保愉有限公司(PRC合并),保愉有限公司(PRC合併),HKD,BIC0100,保捷投资有限公司(PRC合并),,TRUE,7/3/2012
NRA0000 - 保愉有限公司,NRA0000,保愉有限公司,保愉有限公司,HKD,NRA0100,保愉有限公司(PRC合并),,,7/3/2012
HDHA000 - 海南海天酒店开发有限公司,HDHA000,海南海天酒店开发有限公司,海南海天酒店開發有限公司,CNY,NRA0100,保愉有限公司(PRC合并),,,7/3/2012
FUY0000 - 富裕有限公司,FUY0000,富裕有限公司,富裕有限公司,HKD,BWI0100,盛世有限公司(PRC合并),TRUE,,7/3/2012
FUY0190 - 富裕有限公司(PRC虚拟节点),FUY0190,富裕有限公司(PRC虚拟节点),富裕有限公司（PRC虛擬節點）,HKD,BWI0100,盛世有限公司(PRC合并),,,7/3/2012
HNS0000 - 海南石梅湾旅游度假区管理服务有限公司,HNS0000,海南石梅湾旅游度假区管理服务有限公司,海南石梅灣旅遊度假區管理服務有限公司,CNY,BWI0100,盛世有限公司(PRC合并),,,7/3/2012
HUS0100 - 曼宏有限公司(PRC合并),HUS0100,曼宏有限公司(PRC合并),曼宏有限公司(PRC合併),HKD,BWI0100,盛世有限公司(PRC合并),,TRUE,7/3/2012
HUS0000 - 曼宏有限公司,HUS0000,曼宏有限公司,曼宏有限公司,HKD,HUS0100,曼宏有限公司(PRC合并),,,7/3/2012
SBTA000 - 海南华润石梅湾旅游开发有限公司,SBTA000,海南华润石梅湾旅游开发有限公司,海南華潤石梅灣旅遊開發有限公司,CNY,HUS0100,曼宏有限公司(PRC合并),TRUE,,7/3/2012
